,index,Image_id,Hate_label,FB_text,google_raw_text,label_list,object_list,Semi_cleaned_text,Sarcasm_label,Category
1960,3187,72194.png,0,"they fear us waking up from the bull shit, and taking back what was stolen from us","they fear us waking up from the bull shit
and taking back what was stolen from us
","['Finger', 'Hand', 'Organism', 'Photo caption', 'Photography', 'Fictional character', 'Fence', 'Net', 'Thumb', 'Wire fencing']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person']",they fear u waking up from the bull shit and taking back what wa stolen from u,1,5
1961,3189,04915.png,0,they want this not beause they love you they need to mix breed to preserve their species,"they want this not beause they love you
they need to mix breed to preserve their species
","['Terrestrial animal', 'Rhinoceros', 'Wildlife', 'Black rhinoceros', 'White rhinoceros', 'Nature reserve', 'Safari', 'Horn', 'Organism', 'Natural landscape']","['Rhinoceros', 'Rhinoceros']",they want this not be a use they love you they need to mix breed to preserve their specie,0,5
1962,3191,71450.png,1,i bit a muslim i had to lick my ass for an hour to get rid of the taste,"i bit a muslim
i had to lick my ass for
an hour to get rid of
the taste
","['Photo caption', 'Interaction', 'Fun', 'Font', 'Photography', 'Adaptation', 'Comedy', 'Happy', 'Love', 'Smile']","['Person', 'Person', 'Clothing', 'Clothing', 'Outerwear']",i bit a muslim i had to lick my a for an hour to get rid of the taste,1,2
1963,3195,79234.png,0,that look when your father sells you for a goat,"that look when
your father sells you for a goat
","['Eyewear', 'Glasses', 'Text', 'Photo caption', 'Chin', 'Forehead', 'Cartoon', 'Cheek', 'Font', 'Internet meme']","['Glasses', 'Person', 'Shirt']",that look when your father sell you for a goat,1,5
1964,3196,42178.png,0,rohingya women protest on the rohingya crisis anniversary,"rohingya women protest
on the rohingya crisis anniversary
","['People', 'Social group', 'Community', 'Youth', 'Event', 'Team', 'Photo caption', 'Adaptation', 'Crowd', 'Smile']","['Person', 'Person', 'Person', 'Person', 'Person', 'Scarf', 'Person', 'Scarf', 'Scarf', 'Person']",ro hing yaw omen protest on the ro hing ya crisis anniversary,1,2
1965,3197,84692.png,0,i was going to make an anal sex joke butt fuck it,"i was going to make an anal
sex joke
butt fuck it
","['Speech', 'Orator', 'Spokesperson', 'Public speaking', 'Photo caption', 'Gesture']","['Tie', 'Person', 'Outerwear', 'Glasses']",i wa going to make an anal sex joke butt fuck it,1,5
1966,3198,73690.png,0,'' wing wing wing '',"00
wing wing wing""
00
DAY
B
","['Yellow', 'Mascot', 'Costume']","['Person', 'Footwear', 'Footwear', 'Shoe']",wing wing wing,1,5
1967,3199,83206.png,1,"yes man, you were right... i could have killed all the jews, but i left some of them to let you know why i was killing them","yes man, you were right.
i could have killed all the jews. but i left
some of them to let you know why
i was killing them
","['Crew', 'Team', 'Album cover', 'Photo caption']","['Person', 'Person', 'Clothing', 'Person', 'Clothing', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing']",yes man you were right i could have killed all the jew but i left some of them to let you know why i wa killing them,1,3
1968,3200,72361.png,1,when all the porn sites are down so you search for a holocaust documentary improvise. adapt. overcome,"vhen all the porn sitles
are down so'you search
iora holocaustdocumentary
improvise. adant overcome
","['Internet meme', 'Text', 'Photo caption', 'Font', 'Media', 'Photography', 'Jaw', 'Humour', 'Fictional character']","['Person', 'Clothing']",v hen all the porn sit le are down so you search i or a holocaust documentary improvise ada nt overcome,1,5
1969,3201,76539.png,1,it's not a hijab  it's a diaper for people with shit for brains,"it's not a hijab
it's a diaper for people with
shit for brains
","['People', 'Forehead', 'Photo caption', 'Human', 'Font', 'Photography', 'Event', 'Adaptation', 'Smile']","['Person', 'Person', 'Person', 'Person', 'Glasses']",it ha not a hijab it ha a diaper for people with shit for brain,1,2
1970,3202,10639.png,0,now i'm gonna use two fingers,"now i'm gonna use two fingers
","['Finger', 'Hand', 'Skin', 'Gesture', 'Thumb', 'Arm', 'Sign language', 'Nail', 'Beige']",['Person'],now i am going to use two finger,0,5
1971,3204,09387.png,1,now at home depot check out the new kenyan fly strip,"now at home depot
check out the new kenyan fly strip
","['Photo caption', 'Human', 'Adaptation', 'Organism', 'Child', 'Photography', 'Sleep']",['Person'],now at home depot check out the new kenyan fly strip,1,4
1972,3205,08196.png,0,women can wear what they want you dont have the right to ban the burka its basic democracy,"women can wear what they want
you dont have the right to ban the burka its basic democracy
","['Face', 'Hair', 'Facial expression', 'Eyebrow', 'Skin', 'Head', 'Beauty', 'Smile', 'Forehead', 'Cheek']",['Scarf'],woman can wear what they want you do not have the right to ban the burka it basic democracy,0,2
1973,3206,16734.png,1,a head diaper is required when you have shit for brains,"a head diaper is required
MR. PHILLIPS
Ms. OMAR
when you have shit for brains
","['Headgear', 'Court', 'Public speaking']","['Person', 'Hat', 'Furniture', 'Person']",a head diaper is required phillips m omar when you have shit for brain,1,2
1974,3207,70592.png,1,manual tranny automatic tranny rebuilt tranny,"manual tranny
automatic tranny
al
rebuilt tranny
","['Product', 'Auto part', 'Vehicle', 'Machine', 'Fashion accessory', 'Car']","['Person', 'Watch', 'Watch', 'Clothing', 'Watch', 'Top', 'Belt']",manual tran ny automatic tran ny al rebuilt tran ny,1,1
1975,3208,05329.png,0,its not right to judge someone by the color of their skin. they might just be tan,"its not right to judge someone by the color of their skin.
they might just be tan,
","['Water', 'Fun', 'Vacation', 'Travel', 'Tourism', 'Leisure', 'Summer', 'Coast', 'Rock', 'Physical fitness']","['Person', 'Animal', 'Clothing']",it not right to judge someone by the color of their skin they might just be tan,0,3
1976,3211,81532.png,0,last summer it was very hot,"last summer
it was very hot
","['Facial expression', 'Photo caption', 'Nose', 'Internet meme', 'Mouth', 'Finger', 'Gesture', 'Hand', 'Thumb', 'Laugh']","['Person', 'Person', 'Person', 'Clothing', 'Clothing']",last summer it wa very hot,0,5
1977,3212,38761.png,1,moslems kill hundreds of innocents on a weekly basis and no one bats an eye one aussie goes sick and everyone loses their fucking minds,"moslems kill hundreds of innocents on
a weekly basis and no one bats an eye
one aussie goes sick and
everyone loses their fucking minds
","['Photo caption', 'Internet meme', 'Fictional character', 'Supervillain', 'Human', 'Joker', 'Font', 'Adaptation', 'Photography', 'Smile']","['Person', 'Clothing']",mo lem kill hundred of innocent on a weekly basis and no one bat an eye one aussie go sick and everyone loses their fucking mind,1,2
1978,3213,79068.png,0,these wind chimes dont make a sound i guess i should have known the black ones wouldn't work,"these wind chimes
dont maké a sound
i guess i shotuld have known
the black ones wouldn't work
","['People', 'Photo caption', 'Chess', 'Text', 'Games', 'Photography', 'Font', 'Indoor games and sports', 'Recreation', 'Competition event']",[],these wind chime do not mak a sound i guess i shot uld have known the black one would not work,0,3
1979,3214,75624.png,0,stupid i am here i love you darling,"stupid i am
here i love you darling
","['Product', 'Sitting', 'Leg', 'Shoulder', 'Technology', 'Knee', 'Comfort', 'Electronic device', 'Gadget', 'Furniture']","['Top', 'Pants', 'Person', 'Pants', 'Person', 'Outerwear', 'Couch']",stupid i am here i love you darling,0,5
1980,3216,01497.png,1,now back to the married islamic classic.. to children,"now back to the
islamic classic.
married
to
children
","['Adaptation', 'Human', 'Photo caption', 'Photography']","['Person', 'Hat', 'Outerwear', 'Person', 'Person', 'Luggage & bags']",now back to the islamic classic married to child,0,2
1981,3217,45216.png,0,it's gettin hot in here so take off all ur clothes,"it's gettin hot in here so take off all ur clothes
","['Rock', 'Beach', 'Coast', 'Ocean', 'Adaptation', 'Tourism', 'Sea', 'Shore', 'Coastal and oceanic landforms', 'Organism']",['Person'],it is get tin hot in here so take off al lur clothes,0,5
1982,3219,06237.png,0,"when leadership says it's not mandatory but it's ""highly encouraged""!!!","when leadership says
it's not mandatory
but it's
""highly encouraged""!!!
","['Movie', 'Photo caption', 'Poster', 'Action film', 'Photography', 'Album cover']",['Person'],when leadership say it is not mandatory but it is highly encouraged,1,5
1983,3220,67492.png,1,when you're given an n-word pass but you can't help but still be super white howdy-ho negroes,"when you're given an n-word pass
but you can't help but still be
super white
howdy-ho negroes
","['Eyewear', 'Cool', 'Text', 'Photo caption', 'Glasses', 'Forehead', 'T-shirt', 'Gesture', 'Finger', 'Internet meme']","['Glasses', 'Person', 'Top', 'Hat', 'Glasses']",when you are given ann word pa but you can not help but still be super white how do you ho negro,1,3
1984,3223,82139.png,0,why do black people smell bad? so blind people can hate them too,"why do black people smell bad?
so blind people can hate them to0
","['Photo caption', 'Terrestrial animal', 'Bear', 'Adaptation', 'Organism', 'Wildlife', 'Friendship', 'Snout', 'Photography', 'Carnivore']","['Animal', 'Brown bear']",why do black people smell bad so blind people can hate them to,1,3
1985,3224,07452.png,1,germany builds the first jet but couldn't make a steel door for a gas chamber expose the lie,"germany builds the first jet
but couldn't make a steel door fora gas chamber
expose the lie
","['Airplane', 'Aircraft', 'Aviation', 'Vehicle', 'Military aircraft', 'Propeller-driven aircraft', 'Flight', 'Air force', 'Fighter aircraft', 'Propeller']","['Airplane', 'Airplane', 'Airplane', 'Airplane', 'Airplane', 'Airplane']",germany build the first jet but could not make a steel door for a gas chamber expose the lie,0,4
1986,3225,41678.png,0,democrats this is what they look like,"democrats
this is what they.look like
| ||
","['Product', 'Event', 'Technology', 'Sport venue', 'Suit', 'Stage equipment', 'Competition event']","['Pants', 'Pants', 'Pants', 'Person', 'Pants', 'Person', 'Person', 'Person', 'Person', 'Person']",democrat this is what they look like,0,5
1987,3226,07413.png,0,hello! may i please speak with jesus? cause these folks gonna make me break at least 4 of the ten commandments,"hello! may i please
speak with,jesus?
cause these folks gonna make me break
at least 4 of the ten commandments.
","['Animation', 'Photo caption', 'Organism', 'Adaptation', 'Internet meme', 'Fictional character', 'Font', 'Photography', 'Media', 'Plant']","['Animal', 'Toy']",hello may i please speak with jesus because these folk going to make me break at least of the ten commandment,1,2
1988,3228,78492.png,1,white people after 10 shots black people after 10 shots,"white people after 10 shots
black people after 10 shots
","['Human', 'Fun', 'Muscle', 'Photo caption', 'Photography', 'Internet meme', 'Media', 'Team']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Top']",white people after shot black people after shot,1,3
1989,3229,67548.png,0,when you do a fat rail but you still feel down,"when you do a fat rail
but you still teel down
","['Lip', 'Purple', 'Beauty', 'Violet', 'Hand', 'Cool', 'Finger', 'Mouth', 'Eyelash', 'Smoking']","['Packaged goods', 'Person']",when you do a fat rail but you still tee l down,1,5
1990,3230,41023.png,0,bills comin for ya on friday like,"bills comin for va on friday like
%24
","['Cartoon', 'Suidae', 'Photography', 'Animation', 'Costume', 'Illustration']","['Person', 'Packaged goods', 'Animal']",bill com in for va on friday like,1,5
1991,3231,16075.png,0,"""islam is love!"" ariana grande yeah. if you're a goat ""","""islam is love!"" ariana grande
yeah, if you're a goat""
00
","['Photograph', 'Text', 'Romance', 'Friendship', 'Photo caption', 'Photography', 'Love', 'Interaction', 'Black-and-white', 'Happy']","['Person', 'Dress', 'Animal']",islam is love arian a gran de yeah if you are a goat,1,2
1992,3232,83914.png,1,obama voters,"obama voters
","['Vertebrate', 'Common chimpanzee', 'Primate', 'Adaptation', 'Terrestrial animal', 'Organism', 'Wildlife', 'Jungle', 'Orangutan', 'Photo caption']","['Animal', 'Animal', 'Animal']",obama voter,1,5
1993,3233,78650.png,0,i remember when your mom dropped you off to school she got a fine for littering,"i remember when your mom
dropped you off to school
she got a fine for littering
","['Orator', 'Text', 'Public speaking', 'Spokesperson', 'Music artist', 'Font', 'Speech', 'Photo caption', 'Brand', 'Performance']","['Person', 'Microphone', 'Suit']",i remember when your mom dropped you off to school she got a fine for littering,1,5
1994,3236,75648.png,0,help the starving children of the world!,"help the starving children of the world!
","['Adaptation', 'Child', 'Human', 'Smile', 'Play']","['Scarf', 'Person', 'Person', 'Luggage & bags']",help the starving child of the world,0,5
1995,3238,40756.png,1,tell me about american history? fuck i know about american history? i thought we wiped all those people out? i'm a european born in america,"tell me about american history?
fuck i know about american history?
i thought we wiped all those people out?
i'ma european born in america.
","['Text', 'Hand', 'Gesture', 'Finger', 'Font', 'Photo caption', 'Thumb', 'Sign language']","['Person', 'Dress', 'Necklace']",tell me about american history fuck i know about american history i thought we wiped all those people out i m a european born in america,1,4
1996,3240,02854.png,1,do gay midgets come out of the cabinet?,"do gay midgets
come out of the
cabinet?
","['Facial hair', 'Hair', 'Beard', 'Moustache', 'Chin', 'Forehead', 'Hairstyle', 'Human', 'Photo caption']","['Person', 'Clothing', 'Glasses']",do gay midget come out of the cabinet,1,1
1997,3243,42987.png,0,i'm not saying that i hate donald trump but i'd unplug his life support to charge my cellphone,"i'm not saying that ihate donald trump
but i'd unplug his life support to charge my cellphone
","['Gesture', 'Businessperson', 'Photography', 'Photo caption', 'Finger', 'Stock photography', 'Adaptation', 'Hand', 'Thumb', 'World']","['Tie', 'Person', 'Person', 'Person', 'Outerwear']",i am not saying that i hate donald trump but i would unplug his life support to charge my cellphone,1,5
1998,3244,38714.png,0,on a scalefrom 1 to 10 how much do you like kissing,"on a scalefrom
1 to 10
how much do
you like kissing
","['Romance', 'Love', 'Interaction', 'Photo caption', 'Movie', 'Gesture', 'Poster', 'Kiss', 'Photography', 'Flesh']","['Person', 'Person', 'Person']",on a scale from to how much do you like kissing,0,5
